address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url,zestimate,zRange,builtIn,builtBy,comName,parking
5389 E Orleans Ave,Fresno,CA,93727,170000,NA,NA,NA,370,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/5389-E-Orleans-Ave-Fresno-CA-93727/95470358_zpid/,NA,NA,Amenities,NA,Accessibility,Vacant Land
738 N Peach Ave,FRESNO,CA,93727,55000,4639.0,NA,NA,312,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/738-N-Peach-Ave-Fresno-CA-93727/95513157_zpid/,We,UnavailableLAST30,CONSTRUCTION,NA,Accessibility,Stories: 0
726 N Peach Ave,FRESNO,CA,93727,55000,8995.0,NA,NA,312,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/726-N-Peach-Ave-Fresno-CA-93727/95508039_zpid/,We,UnavailableLAST30,CONSTRUCTION,NA,Accessibility,Stories: 0
712 N Peach Ave,FRESNO,CA,93727,55000,NA,NA,NA,312,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/712-N-Peach-Ave-Fresno-CA-93727/95466989_zpid/,We,UnavailableLAST30,CONSTRUCTION,NA,Accessibility,Stories: 0
5946 E Belmont Ave,Fresno,CA,93727,263000,1591.0,3.0,2.0,55,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5946-E-Belmont-Ave-Fresno-CA-93727/18660086_zpid/,"$226,043","$212,000-$237,000",1983,NA,Single Family,Attached Garage
5415 E Norwich Ave,Fresno,CA,93727,419000,2857.0,4.0,3.5,160,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5415-E-Norwich-Ave-Fresno-CA-93727/18780993_zpid/,"$435,483","$414,000-$457,000",1958,NA,Single Family,Attached Garage
E Grove Ave,Fresno,CA,93727,NA,1342.0,2.0,1.0,589,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848340_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1996,NA,NA," Attached Garage, 2 spaces, 420 sqft garage"
S Judy Ave,Fresno,CA,93727,NA,1240.0,3.0,1.0,449,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848245_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,2009,NA,Single Family,1 space
E Montecito Ave,Fresno,CA,93727,NA,1525.0,3.0,1.0,617,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848252_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 2009,NA,NA," Attached Garage, 1 space, 394 sqft garage"
S Apricot Ave,Fresno,CA,93727,NA,1629.0,2.0,1.0,310,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848265_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,2013,NA,Single Family,2 spaces
E Florence Ave,Fresno,CA,93727,NA,2863.0,5.0,2.0,518,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848272_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 2005,NA,NA," Attached Garage, 2 spaces, 455 sqft garage"
E Church Ave,Fresno,CA,93727,NA,2698.0,3.0,1.0,392,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848281_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,1982,NA,Single Family,5 spaces
S Bundy Dr,Fresno,CA,93727,NA,1515.0,3.0,1.0,476,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848297_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,2009,NA,Single Family,2 spaces
E Fillmore Ave,Fresno,CA,93727,NA,2407.0,4.0,2.0,379,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848306_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 2012,NA,NA," Attached Garage, 2 spaces, 456 sqft garage"
S Dee Ann Ave,Fresno,CA,93727,NA,1626.0,3.0,1.0,486,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848311_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,2010,NA,Single Family,2 spaces
E Grove Ave,Fresno,CA,93727,NA,1342.0,2.0,1.0,589,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848340_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",NA,NA, 1996,NA,NA," Attached Garage, 2 spaces, 420 sqft garage"
E Erin Ave,Fresno,CA,93727,NA,2939.0,5.0,2.0,458,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848368_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 2004,NA,NA," Attached Garage, 2 spaces, 464 sqft garage"
S Mcarthur Ave,Fresno,CA,93727,NA,1691.0,3.0,1.0,435,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848372_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 2008,NA,NA," Attached Garage, 2 spaces, 440 sqft garage"
E Austin Way,Fresno,CA,93727,NA,1317.0,3.0,1.0,303,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174955473_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,1959,NA,Single Family,2 spaces
S Rogers Ln,Fresno,CA,93727,NA,2008.0,4.0,2.0,406,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174955517_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,2006,NA,Single Family,2 spaces
S Minnewawa Ave,Fresno,CA,93727,NA,2643.0,3.0,1.0,423,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174955518_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1964,NA,NA," Attached Garage, 3 spaces, 792 sqft garage"
E Pontiac Way,Fresno,CA,93727,NA,1406.0,4.0,1.0,336,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174955521_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,1976,NA,Single Family,1 space
N Claremont Ave,Fresno,CA,93727,NA,1253.0,3.0,1.0,471,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174955524_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1974,NA,NA," Attached Garage, 2 spaces, 440 sqft garage"
E Nevada Ave,Fresno,CA,93727,NA,2183.0,3.0,1.0,800,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174955532_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1984,NA,NA," Attached Garage, 2 spaces, 440 sqft garage"
E Kerckhoff Ave,Fresno,CA,93727,NA,1000.0,3.0,1.0,444,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174955546_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1973,NA,NA," Attached Garage, 2 spaces, 420 sqft garage"
Columbia Dr N,Fresno,CA,93727,NA,1924.0,3.0,1.0,620,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174955553_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,1941,NA,Single Family,2 spaces
E Alta Ave,Fresno,CA,93727,NA,2256.0,4.0,2.5,184,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241921561_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,2008,NA,Single Family,2 spaces
N Shirley Ave,Fresno,CA,93727,NA,1100.0,3.0,1.0,144,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243250796_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",NA,NA, 1973,NA,NA,NA
E Hampton Way,Fresno,CA,93727,NA,1484.0,3.0,1.5,143,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243291224_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",NA,NA, 1962,NA,NA," Attached Garage, 2 spaces, 540 sqft garage"
N Arroyo Ave,Fresno,CA,93727,NA,1868.0,4.0,1.0,259,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239951741_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,2008,NA,Single Family,2 spaces
S Bliss Ave,Fresno,CA,93727,NA,1445.0,3.0,1.0,262,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239951754_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 2006,NA,NA," Attached Garage, 2 spaces, 462 sqft garage"
E Norwich Ave,Fresno,CA,93727,NA,1630.0,3.0,1.0,136,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243429126_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1952,NA,NA,NA
E Shields Ave UNIT 111,Fresno,CA,93727,NA,1162.0,3.0,1.5,325,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242659190_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1981,NA,NA,NA
S Waldby Ave,Fresno,CA,93727,NA,2350.0,4.0,2.5,234,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/242659194_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1977,NA,NA," Attached Garage, 2 spaces, 550 sqft garage"
E Madison Ave,Fresno,CA,93727,NA,1581.0,3.0,1.5,171,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242079692_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1947,NA,NA," Attached Garage, 2 spaces, 513 sqft garage"
E Princeton Ave,Fresno,CA,93727,NA,2000.0,4.0,3.5,163,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242986840_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 2009,NA,NA," Attached Garage, 2 spaces, 669 sqft garage"
E Florence Ave,Fresno,CA,93727,NA,1718.0,4.0,2.0,163,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174955516_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 2011,NA,NA," Attached Garage, 2 spaces, 482 sqft garage"
S Caesar Ave,Fresno,CA,93727,NA,2880.0,4.0,2.5,212,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241625968_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",NA,NA, 2007,NA,NA," Attached Garage, 2 spaces, 665 sqft garage"
E Inyo St,Fresno,CA,93727,NA,6064.0,5.0,2.0,171,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242079690_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 2006,NA,NA," Attached Garage, 1 space, 354 sqft garage"
N Fordham Ave,Fresno,CA,93727,NA,1591.0,3.0,2.0,185,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241886891_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,1982,NA,Single Family,1 space
E White Ave,Fresno,CA,93727,NA,2115.0,3.0,2.0,213,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241625984_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1952,NA,NA," Attached Garage, 2 spaces, 440 sqft garage"
S Kona Ave,Fresno,CA,93727,NA,1492.0,3.0,2.0,191,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241750364_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 2014,NA,NA," Attached Garage, 2 spaces, 420 sqft garage"
E Hampton Way,Fresno,CA,93727,NA,1484.0,3.0,1.5,143,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243291224_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1962,NA,NA," Attached Garage, 2 spaces, 540 sqft garage"
N Hammel Way,Fresno,CA,93727,NA,934.0,3.0,1.0,149,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/243213787_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,1953,NA,Single Family,No Data
N Sunnyside Ave,Fresno,CA,93727,NA,2134.0,3.0,2.5,116,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243745276_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",NA,NA,NA,NA,NA,NA
N Shirley Ave,Fresno,CA,93727,NA,1204.0,3.0,1.5,115,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243745289_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,1976,NA,Single Family,1 space
N Fordham Ave,Fresno,CA,93727,NA,1161.0,4.0,1.5,115,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243745290_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1972,NA,NA," Attached Garage, 2 spaces, 441 sqft garage"
E Alta Ave,Fresno,CA,93727,NA,2256.0,4.0,2.5,184,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241921561_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,2008,NA,Single Family,2 spaces
N Shirley Ave,Fresno,CA,93727,NA,1100.0,3.0,1.0,144,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243250796_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1973,NA,NA,NA
E Griffith Way,Fresno,CA,93727,NA,2596.0,3.0,1.5,226,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241519210_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1960,NA,NA, 440 sqft garage
E Carmen Ave,Fresno,CA,93727,NA,1400.0,3.0,1.5,164,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/242930169_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,1961,NA,Single Family,1 space
E Illinois Ave,Fresno,CA,93727,NA,1590.0,3.0,2.0,155,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243154479_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,1987,NA,Single Family,2 spaces
E Gettysburg Ave,Fresno,CA,93727,NA,1471.0,4.0,1.5,479,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174955477_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,1960,NA,Single Family,2 spaces
S Ezie Ave,Fresno,CA,93727,NA,2291.0,4.0,2.0,127,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848365_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,2005,NA,Single Family,2 spaces
E Cornell Ave,Fresno,CA,93727,NA,3537.0,3.0,3.5,179,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241972096_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 2008,NA,NA," Attached Garage, 2 spaces, 683 sqft garage"
S Bush Ave,Fresno,CA,93727,NA,1996.0,3.0,2.0,158,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174955482_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1978,NA,NA," Attached Garage, 2 spaces, 484 sqft garage"
E Fillmore Ave,Fresno,CA,93727,NA,1830.0,5.0,2.0,158,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243082732_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 2006,NA,NA," Attached Garage, 2 spaces, 400 sqft garage"
E Washington Ave,Fresno,CA,93727,NA,1118.0,3.0,1.0,147,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243218448_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1942,NA,NA," Attached Garage, 1 space, 280 sqft garage"
E Shields Ave UNIT 111,Fresno,CA,93727,NA,1162.0,3.0,1.5,325,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242659190_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1981,NA,NA,NA
S Waldby Ave,Fresno,CA,93727,NA,2350.0,4.0,2.5,234,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/242659194_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1977,NA,NA," Attached Garage, 2 spaces, 550 sqft garage"
E Lorena Ave,Fresno,CA,93727,NA,1718.0,3.0,2.5,169,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242085608_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 2010,NA,NA," Attached Garage, 2 spaces, 482 sqft garage"
E Cornell Ave,Fresno,CA,93727,NA,3537.0,3.0,3.5,179,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241972096_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 2008,NA,NA," Attached Garage, 2 spaces, 683 sqft garage"
N Fordham Ave,Fresno,CA,93727,NA,1161.0,4.0,1.5,115,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243745290_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1972,NA,NA," Attached Garage, 2 spaces, 441 sqft garage"
S Caesar Ave,Fresno,CA,93727,NA,1858.0,5.0,1.5,142,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243363226_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1992,NA,NA," Attached Garage, 2 spaces, 400 sqft garage"
E Carmen Ave,Fresno,CA,93727,NA,1400.0,3.0,1.5,164,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/242930169_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,1961,NA,Single Family,1 space
E Braly Ave,Fresno,CA,93727,NA,1539.0,3.0,2.5,126,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/243604657_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,2007,NA,Single Family,2 spaces
E Andrews Ave,Fresno,CA,93727,NA,1777.0,4.0,1.0,393,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174809714_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 2010,NA,NA," Attached Garage, 1 space, 398 sqft garage"
N Armstrong Ave,Fresno,CA,93727,NA,2308.0,2.0,1.0,527,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174809717_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,1979,NA,Single Family,3 spaces
E Christine Ave,Fresno,CA,93727,NA,2674.0,5.0,2.0,655,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848233_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,2003,NA,Single Family,2 spaces
S Judy Ave,Fresno,CA,93727,NA,1240.0,3.0,1.0,449,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848245_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,2009,NA,Single Family,1 space
E Montecito Ave,Fresno,CA,93727,NA,1525.0,3.0,1.0,617,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848252_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",NA,NA,NA,NA,NA,NA
S Apricot Ave,Fresno,CA,93727,NA,1629.0,2.0,1.0,310,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848265_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,2013,NA,Single Family,2 spaces
E Florence Ave,Fresno,CA,93727,NA,2863.0,5.0,2.0,518,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848272_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 2005,NA,NA," Attached Garage, 2 spaces, 455 sqft garage"
E Church Ave,Fresno,CA,93727,NA,2698.0,3.0,1.0,392,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848281_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,1982,NA,Single Family,5 spaces
S Bundy Dr,Fresno,CA,93727,NA,1515.0,3.0,1.0,476,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848297_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,2009,NA,Single Family,2 spaces
E Fillmore Ave,Fresno,CA,93727,NA,2407.0,4.0,2.0,379,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/174848306_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",NA,NA, 2012,NA,NA," Attached Garage, 2 spaces, 456 sqft garage"
S Dee Ann Ave,Fresno,CA,93727,NA,1626.0,3.0,1.0,486,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848311_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30,2010,NA,Single Family,2 spaces
E Grove Ave,Fresno,CA,93727,NA,1342.0,2.0,1.0,589,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/174848340_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/",We,UnavailableLAST30, 1996,NA,NA," Attached Garage, 2 spaces, 420 sqft garage"
